"src","trg","Label","explanation"
"Pada penerjemahan terdapat kesalahan kolokasi yang memengaruhi makna.","Pada penerjemahan, terdapat kesalahan kolokasi yang memengaruhi makna.","Sintaksis (Tanda Baca)","Tanda koma setelah ""penerjemahan"" diperlukan untuk menandai jeda antarklausa."
"Dia menggunakan istilah-istilah leksikal yang kurang tepat pada konteks sumber.","Dia menggunakan istilah-istilah leksikal yang kurang tepat dalam konteks sumber.","Sintaksis (Kata Depan)","Preposisi ""pada"" kurang tepat; kata ""dalam"" lebih tepat untuk menunjukkan suatu ruang lingkup atau konteks."
"Kekeliruan dalam penerjemahan melibatkan aspek sintaksis, semantik, dan morfologi.","Kekeliruan dalam penerjemahan melibatkan aspek sintaksis, semantik, dan morfologis.","Semantik (Diksi)","Morfologi adalah nomina (kata benda) yang merujuk pada cabang ilmu yang mempelajari struktur kata. Morfologis adalah adjektiva (kata sifat) yang berarti sesuatu yang berhubungan dengan morfologi. Dalam kalimat tersebut, aspek sintaksis dan aspek semantik menggunakan bentuk adjektiva, maka kata yang sesuai untuk paralelisme adalah ""morfologis"" agar setara dengan ""sintaksis"" dan ""semantik."""
"Analisis dilakukan untuk mengevaluasi kualitas penerjemahan siswa-siswa dalam lingkup semantik.","Analisis dilakukan untuk mengevaluasi kualitas penerjemahan siswa dalam lingkup semantik.","Semantik (Pleonasme)","Pengulangan ""siswa-siswa"" tidak diperlukan karena kata ""siswa"" sudah mencakup jamak."
"Dalam teks Arab terdapat beberapa kata yang sulit disepadankan dengan kata bahasa Indonesia.","Dalam teks Arab, terdapat beberapa kata yang sulit disepadankan dengan kata dalam bahasa Indonesia.","Sintaksis (Tanda Baca, Kelengkapan Kalimat)","Tanda koma setelah ""Arab"" diperlukan, dan penambahan ""dalam"" sebelum ""bahasa Indonesia"" meningkatkan kejelasan."
"Pemakaian sinonim yang tidak sesuai mempengaruhi keakuratan makna yang disampaikan.","Pemakaian sinonim yang tidak sesuai memengaruhi keakuratan makna yang disampaikan.","Morfologi (Afiksasi)","Kata ""mempengaruhi"" tidak baku. Bentuk baku yang benar adalah ""memengaruhi"" karena berasal dari kata dasar ""pengaruh"" yang mendapat imbuhan me- dan -i."
"Penelitian ini adalah penelitian deskriptif kualitatif.","Penelitian ini merupakan penelitian deskriptif kualitatif.","Semantik (Diksi)","Kata ""adalah"" biasanya menghubungkan subjek dengan predikat berupa nomina, sedangkan ""deskriptif kualitatif"" adalah frasa adjektiva. Penggunaan ""adalah"" dalam kalimat ""Penelitian ini adalah penelitian deskriptif kualitatif."" kurang tepat karena ""deskriptif kualitatif"" adalah frasa adjektiva, bukan nomina."
"Data dikumpulkan melalui link google drive yang dibuat oleh peneliti.","Data dikumpulkan melalui tautan Google Drive yang dibuat oleh peneliti.","Fonologi (Penggunaan Huruf)","Kata ""link"" seharusnya diganti dengan ""tautan"" sesuai bahasa Indonesia, dan ""google drive"" ditulis sebagai ""Google Drive""."
"Mahasiswa mengumpulkan laporan dgn cara online.","Mahasiswa mengumpulkan laporan secara daring.","Fonologi (Penghilangan Fonem), Morfologi (Penulisan Kata)","Kata ""dgn"" kehilangan fonem /e/, /n/, dan /a/, seharusnya ""dengan"". Kata ""online"" sebaiknya diganti dengan ""daring"" agar sesuai kaidah bahasa Indonesia."
"Hasil analisa menunjukkan banyaknya typo pada laporan mahasiswa.","Hasil analisis menunjukkan banyaknya kesalahan ketik pada laporan mahasiswa.","Morfologi (Penulisan Kata)","Kata ""analisa"" tidak baku → Bentuk baku yang sesuai adalah ""analisis"". Kata ""typo"" berasal dari bahasa asing, yaitu bahasa Inggris (typographical error). Dalam konteks bahasa Indonesia yang baku, sebaiknya kata ini diganti dengan ""kesalahan ketik"" agar sesuai dengan kaidah bahasa yang tepat."
"Beberapa istilah asing seperti ""laminar air flow"" tidak dicetak miring.","Beberapa istilah asing seperti laminar air flow tidak dicetak miring.","Fonologi (Penggunaan Huruf)","Istilah asing harus ditulis miring sesuai aturan ejaan."
"Kesalahan ditemukan pada penggunaan huruf kecil di awal nama latin spesies seperti ""pantoea anatis"".","Kesalahan ditemukan pada penggunaan huruf kecil di awal nama latin spesies seperti Pantoea anatis.","Fonologi (Penggunaan Huruf)","Nama genus dalam nama latin spesies harus diawali dengan huruf kapital dan ditulis miring."
"Peneliti juga menemukan banyaknya kesalahan pada struktur kalimat dalam laporan.","Peneliti juga menemukan banyak kesalahan pada struktur kalimat dalam laporan.","Morfologi (Penulisan Kata)","Frasa ""banyaknya kesalahan"" kurang efektif dan lebih baik ditulis ""banyak kesalahan""."
"Mahasiswa tidak memperhatikan pedoman puebi dalam menulis laporan.","Mahasiswa tidak memperhatikan pedoman PUEBI dalam menulis laporan.","Fonologi (Penggunaan Huruf), Morfologi (Penulisan Kata)","Singkatan ""PUEBI"" harus ditulis dengan huruf kapital sesuai aturan."
"Banyak mahasiswa tidak tahu jika ada aplikasi seperti sipebi yang bisa membantu pengecekan ejaan.","Banyak mahasiswa tidak tahu bahwa ada aplikasi seperti Sipebi yang bisa membantu pengecekan ejaan.","Sintaksis (Kata Hubung), Fonologi (Penggunaan Huruf)","Konjungsi ""jika"" digunakan untuk menyatakan syarat atau kemungkinan. Konjungsi yang lebih tepat adalah ""bahwa"" yang berfungsi untuk menyatakan klausa sebagai objek dari kata kerja ""tahu"". ""Sipebi"" merupakan akronim dari ""Aplikasi Penyuntingan Ejaan Bahasa Indonesia"". Sipebi merupakan akronim yang terdiri dari lebih dari satu huruf awal dan dapat dilafalkan sebagai kata, maka huruf pertama harus kapital."
"Kompetensi berbicara dan menulis sangatlah baik dilihat dari rata-rata skor yang mereka peroleh.","Kompetensi berbicara dan menulis sangat baik, dilihat dari rata-rata skor yang mereka peroleh.","Sintaksis (Struktur Kalimat)","Kata ""sangatlah"" kurang efisien dan dapat disederhanakan menjadi ""sangat"" untuk meningkatkan kejelasan."
"Penelitian ini menggunakan teknik observasi dan wawancara dalam pengambilan data","Penelitian ini menggunakan teknik observasi dan wawancara untuk pengambilan data.","Sintaksis (Kata Hubung)","Frasa ""dalam pengambilan data"" kurang efektif dan lebih tepat menggunakan ""untuk pengambilan data""."
"Banyak kesalahan ditemukan pada pemakaian tanda baca seperti koma, titik, dan titik dua","Banyak kesalahan ditemukan pada penggunaan tanda baca, seperti koma, titik, dan titik dua.","Semantik (Diksi), Sintaksis (Tanda Baca)","Kata ""pemakaian"" lebih tepat diganti dengan ""penggunaan"" sesuai konteks kebahasaan. Tambahan koma setelah ""tanda baca"" untuk memperjelas bahwa ""seperti koma, titik, dan titik dua"" adalah contoh."
"Pada hasil penelitian ditemukan beberapa interferensi dari bahasa asing","Pada hasil penelitian ditemukan beberapa interferensi terhadap bahasa asing.","Sintaksis (Kata Depan)","Preposisi ""dari"" tidak tepat, seharusnya ""terhadap"" untuk menunjukkan pengaruh."
"Peneliti menganalisis data melalui metode reduksi, penyajian, dan penarikan kesimpulan","Peneliti menganalisis data melalui metode reduksi, penyajian data, dan penarikan kesimpulan.","Sintaksis (Kelengkapan Kalimat)","Penambahan kata ""data"" setelah ""penyajian"" memperjelas konteks."
"Guru-guru harusnya memahami tanda baca seperti titik dan koma dalam penulisan kalimat","Guru-guru seharusnya memahami tanda baca seperti titik dan koma dalam penulisan kalimat.","Morfologi (Penulisan Kata)","Kata ""harusnya"" diganti dengan ""seharusnya"" untuk lebih sesuai dengan konteks formal."
"Dalam aspek berbicara, penggunaan diksi para guru TK sangat kurang beragam","Dalam aspek berbicara, pemilihan diksi para guru TK sangat kurang beragam.","Semantik (Diksi)","Kata ""penggunaan"" diganti dengan ""pemilihan"" agar lebih sesuai dalam konteks diksi."
"Pengajaran bahasa Indonesia perlu lebih difokuskan pada pemakaian bahasa yang baku dan benar","Pengajaran bahasa Indonesia perlu lebih difokuskan pada penggunaan bahasa yang baku dan benar.","Semantik (Diksi)","Kata ""pemakaian"" lebih tepat diganti dengan ""penggunaan"" untuk menunjukkan praktik penggunaan bahasa."
"Penulisan preposisi masih banyak yang digabung dengan kata setelahnya","Penulisan preposisi masih banyak digabungkan dengan kata setelahnya.","Morfologi (Afiksasi)","Kata dasar ""gabung"" lebih tepat diberi imbuhan ""di-..-kan"" menjadi ""digabungkan"" untuk menunjukkan tindakan."
"Interferensi terlihat pada penggunaan istilah Inggris dalam kalimat-kalimat bahasa Indonesia","Interferensi terlihat pada penggunaan istilah dalam bahasa Inggris dalam kalimat-kalimat bahasa Indonesia.","Sintaksis (Kesalahan Frasa), Semantik (Makna Ambigu)","Frasa ""istilah Inggris"" diganti dengan ""istilah dalam bahasa Inggris"" untuk kejelasan maksud."
"memakai teknik pengumpulan data baca serta catat..","memakai teknik pengumpulan data baca serta catat.","Sintaksis (Tanda Baca)","Penggunaan tanda titik ganda (..) tidak sesuai kaidah tata bahasa, cukup menggunakan satu titik."
"Merosotnya komitmen masyarakat dalam menggunakan bahasa Indonesia menjadi perbincangan serius hingga saat ini.","Merosotnya komitmen masyarakat dalam menggunakan bahasa Indonesia menjadi topik perbincangan serius hingga saat ini.","Sintaksis (Kelengkapan Kalimat)","Kata ""perbincangan"" lebih baik diganti dengan ""topik perbincangan"" agar lebih formal."
"Sebab lahirnya penyimpangan berbahasa bidang frasa ialah terdapat pengaruh dari bahasa Ibu yang dimiliki setiap orang.","Sebab lahirnya penyimpangan berbahasa bidang frasa ialah terdapat pengaruh dari bahasa ibu yang dimiliki setiap orang.","Fonologi (Penggunaan Huruf)","Kata ""Ibu"" seharusnya menggunakan huruf kecil karena merujuk pada istilah umum, bukan nama diri."
"Pada kata “Nuzulul Qur’an” seharusnya ditulis miring karena kata tersebut merupakan serapan dari bahasa Arab.","Kata ""Nuzulul Qur’an"" seharusnya ditulis miring karena merupakan serapan dari bahasa Arab.","Sintaksis (Struktur Kalimat)","Subjek dan predikat pada frasa ""Pada kata 'Nuzulul Qur’an' seharusnya ditulis miring"" tidak tepat. ""Pada kata"" berfungsi sebagai keterangan tempat, sehingga tidak bisa menjadi subjek kalimat. Predikat ""seharusnya ditulis miring"" membutuhkan subjek yang jelas, tetapi dalam kalimat ini tidak ada subjek yang tepat."
"Terdapat kesalahan berbahasa tataran sintaksis pada pamflet di atas, lebih tepatnya terdapat pada kesalahan kalimat yakni kalimat taksa/ambigu.","Terdapat kesalahan berbahasa tataran sintaksis pada pamflet di atas, lebih tepatnya pada kalimat taksa/ambigu.","Sintaksis (Struktur Kalimat), Semantik (Pleonasme)","Frasa ""terdapat pada kesalahan kalimat yakni"" terlalu panjang dan redundan."
"Peneliti menggunakan metode kualitatif studi pustaka dalam penelitian ini.","Peneliti menggunakan metode kualitatif dengan pendekatan studi pustaka dalam penelitian ini.","Sintaksis (Kelengkapan Kalimat)","Frasa ""metode kualitatif studi pustaka"" kurang jelas tanpa keterangan ""dengan pendekatan""."
"Frasa Maulid Nabi Muhammad SAW pada data tersebut telah mengandung makna ‘hari besar’.","Frasa Maulid Nabi Muhammad SAW dalam data tersebut sudah bermakna ‘hari besar’.","Semantik (Pleonasme)","Frasa ""Maulid Nabi Muhammad SAW"" sudah memiliki makna ‘hari besar’, sehingga ""mengandung makna ‘hari besar’"" menjadi tidak efektif atau redundan."
"Taqobabalallahu Minna wa Minkum Taqobbal ya Karim","Taqobabalallahu Minna wa Minkum Taqobbal ya Karim","Fonologi (Penggunaan Huruf)","Istilah Arab yang diserap harus dicetak miring sesuai aturan penulisan dalam PUEBI."
"Kata Ramadhan seharusnya ditulis tanpa menyertakan huruf “H”.","Kata ""Ramadan"" seharusnya ditulis tanpa menyertakan huruf ""H"".","Fonologi (Penambahan Fonem)","Terdapat penambahan fonem /h/ pada kata ""Ramadan"" menjadi ""Ramadhan"". Seharusnya ""Ramadan"" sesuai dengan transliterasi bahasa Arab ke bahasa Indonesia."
"Adanya frasa Hari Besar dalam kalimat Selamat Memperingati Hari Besar Maulid Nabi Muhammad SAW adalah penggunaan unsur yang berlebihan.","Adanya frasa Hari Besar dalam kalimat Selamat Memperingati Maulid Nabi Muhammad SAW adalah penggunaan unsur yang berlebihan.","Semantik (Pleonasme)","Frasa ""Hari Besar"" tidak diperlukan karena sudah termasuk dalam makna ""Maulid Nabi Muhammad SAW."""
"Penggunaan bahasa harus baik santun dan sopan","Penggunaan bahasa harus baik, santun, dan sopan.","Sintaksis (Tanda Baca)","Tidak ada tanda koma setelah kata ""baik"" dan sebelum ""dan sopan,"" sehingga mengurangi kejelasan kalimat."
"Penelitian ini menggunakan teknik baca serta catat.","Penelitian ini menggunakan teknik membaca serta mencatat.","Morfologi (Penulisan Kata)","Kata ""baca"" dan ""catat"" kurang formal; seharusnya ""membaca"" dan ""mencatat"" untuk kejelasan dalam konteks akademik."
"Media sosial bisa merusak Bahasa Indonesia karena tidak mengggunakan ejaan yang disempurnakan","Media sosial bisa merusak bahasa Indonesia karena tidak menggunakan ejaan yang disempurnakan.","Fonologi (Penambahan Fonem)","Terdapat penambahan fonem /g/ pada kata ""menggunakan"" menjadi ""mengggunakan"", kata yang seharusnya adalah ""menggunakan"". Dalam kaidah bahasa Indonesia, ""bahasa"" sebagai kata umum tidak perlu diawali huruf kapital, kecuali jika ada di awal kalimat."
"EYD bahasa Indonesia terdahulu dan sekarang tentunya berbeda","Sistem EYD dalam bahasa Indonesia dahulu dan sekarang tentunya berbeda.","Sintaksis (Struktur Kalimat), Semantik (Diksi)","Subjek ""EYD bahasa Indonesia"" kurang tepat karena EYD bukan bahasa Indonesia, melainkan sistem ejaan. Kata ""terdahulu"" lebih baik diganti dengan ""dahulu"" untuk efisiensi dan kejelasan."
"Pidato Megawati Pada Peringatan Hari Konstitusi","Pidato Megawati pada Peringatan Hari Konstitusi","Fonologi (Penggunaan Huruf)","Kata ""Pada"" tidak perlu diawali huruf kapital karena bukan kata pertama dalam judul atau awal kalimat."
"Kesalahan berbahasa pada masa Presiden Soeharto ditemukan pada transkip pidato","Kesalahan berbahasa pada masa Presiden Soeharto dapat ditemukan dalam transkrip pidato-pidatonya.","Semantik (Makna Ambigu), Fonologi (Penghilangan Fonem)","Frasa ""Kesalahan berbahasa pada masa Presiden Soeharto"" bisa menimbulkan dua tafsiran, antara ""Kesalahan berbahasa yang terjadi pada masa pemerintahan Presiden Soeharto"" atau ""Kesalahan berbahasa yang dilakukan oleh Presiden Soeharto"". Terdapat penghilangan fonem /r/ pada kata ""transkip"", seharusnya ""transkrip""."
"Transkip pidato ditemukan mengandung kekeliruan dalam ejaan.","Kekeliruan dalam ejaan ditemukan dalam transkrip pidato.","Sintaksis (Struktur Kalimat), Fonologi (Penghilangan Fonem)","Bentuk pasif ""ditemukan mengandung"" kurang efektif. Terdapat penghilangan fonem /r/ pada kata ""transkip"", seharusnya ""transkrip""."
"Hal ini tentu saja memberikan dampak yang signifikan terhadap generasi-generasi berikutnya","Hal ini tentu saja memberikan dampak yang signifikan terhadap generasi berikutnya.","Morfologi (Reduplikasi)","Pengulangan kata ""generasi-generasi"" tidak diperlukan dan cukup ditulis ""generasi."""
"Bahasa yang digunakan oleh para pemimpin sering kali mengalami salah ucap atau kekeliruan","Para pemimpin sering kali mengalami salah ucap atau kekeliruan dalam berbahasa.","Sintaksis (Kongruensi)","""Bahasa"" sebagai subjek tidak dapat ""mengalami salah ucap atau kekeliruan"" karena yang mengalami salah ucap adalah manusia (pemimpin), bukan bahasa itu sendiri."
"Teks pidato Presiden Soekarno menunjukkan penggunaan kosakata yang sangat kuat","Teks pidato Presiden Soekarno menunjukkan penggunaan kosakata yang kaya dan kuat.","Semantik (Diksi)","Kata ""sangat kuat"" lebih baik disederhanakan menjadi ""kaya dan kuat"" untuk efektivitas kalimat."
"Berikut adalah tabel yang berisi pasangan kalimat salah dan benar, tipe kesalahan, serta penjelasannya berdasarkan isi dokumen:","Berikut adalah tabel yang berisi pasangan kalimat yang salah dan yang benar, tipe kesalahan, serta penjelasannya berdasarkan isi dokumen.","Semantik (Makna Ambigu)","""Pasangan kalimat salah dan benar"" bisa diperjelas menjadi ""pasangan kalimat yang salah dan yang benar"" agar lebih jelas dan tidak ambigu. "
"""Bocil mengresahkan sih ini.""","""Bocil meresahkan sih ini.""","Morfologi (Afiksasi)","Fonem {ŋ} pada {mәŋ-} tidak luluh sebagaimana mestinya. Seharusnya prefiks berubah menjadi {mә-} karena dasar dimulai dengan konsonan /r/."
"""Misi, uti mau ngelawak dulu gaes.""","""Misi, uti mau melawak dulu gaes.""","Morfologi (Afiksasi)","Penggunaan prefiks {ngә-} merupakan penyingkatan tidak baku dari {mәŋ-}. Prefiks standar adalah {mәŋ-}."
"""Jalan pulang dari sekolah: tega kalian.""","""Berjalan pulang dari sekolah: tega kalian.""","Morfologi (Afiksasi)","Prefiks {bәr-} dihilangkan sehingga makna nominal atau verba menjadi ambigu. Harus ada prefiks untuk fungsi verba."
"""Slide berapa yang sering lo alamin?""","""Slide berapa yang sering kamu alami?""","Morfologi (Afiksasi), Semantik (Pengaruh Bahasa Asing)","Kata ""lo"" adalah kata yang tidak baku dan lebih sering digunakan dalam percakapan informal. Sufiks {-in} tidak ada dalam tata bahasa baku bahasa Indonesia. Harusnya menggunakan sufiks {-i}."
"""Raih kesempatan jadi versi terbaik diri kalian dengan ikutan.""","""Raih kesempatan jadi versi terbaik diri kalian dengan mengikuti kegiatan ini.""","Morfologi (Afiksasi)","Sufiks {-an} yang seharusnya digunakan untuk pembentukan nominal diubah untuk pembentukan verba, yang tidak sesuai kaidah. Kata ""ikutan"" bersifat informal dan tidak sesuai dalam konteks formal atau semi-formal. Kata yang lebih tepat adalah ""mengikuti"" atau ""berpartisipasi."""
"""Dengarkan dede bayi.""","""Mendengarkan dede bayi.""","Morfologi (Afiksasi)","Sufiks {-kan} digunakan tanpa prefiks. Harusnya menggunakan {mәn-kan} untuk pembentukan kata kerja."
